fid,DN,Area-km2
2520,1629,0.115876527
2521,2398,2.911058115
2522,1843,3.816012459
2523,2295,0.00724242
2524,1766,8.291335484
2525,2388,0.325902486
2526,2385,1.281843359
2527,1630,0.152088394
2528,2387,0.30417942
2529,2390,0.007242486
2530,2303,2.049348361
2531,1844,0.007242486
2532,1932,0.007242486
2533,1630,0.007242486
2534,1738,1.788775578
2535,1844,0.007242551
2536,2375,3.396267728
2537,1850,0.412803051
2538,1839,0.289695433
2539,1866,3.577468139
2540,2428,0.065182898
2541,1864,1.962607591
2542,1639,0.007242617
2543,1868,1.433822716
2544,1623,7.487540585
2545,1633,6.561179802
2546,1854,0.492472728
2547,2430,0.007242683
2548,2507,0.007242683
2549,1840,0.123124115
2550,2430,0.007242748
2551,1838,0.007242748
2552,1635,0.311431186
2553,2326,2.063914259
2554,1627,0.898050794
2555,1933,0.028971035
2556,2427,0.065184079
2557,2507,0.021728335
2558,2389,0.007242814
2559,2430,0.007242814
2560,1934,0.007242814
2561,1625,2.462293476
2562,1628,0.33316539
2563,2508,0.55044125
2564,2326,0.00724288
2565,1638,0.00724288
2566,1639,0.086913626
2567,2327,3.019930985
2568,2235,3.026970706
2569,1836,2.505498783
2570,2325,1.194906863
2571,1637,0.02897162
2572,1637,0.02897162
2573,1772,0.934264945
2574,2390,0.18831196
2575,2576,6.191132823
2576,1846,1.296424045
2577,2236,2.701097325
2578,2573,0.789443654
2579,1835,2.172444225
2580,2389,0.506995636
2581,2392,0.007243077
2582,2290,0.007243077
2583,2391,0.028972438
2584,1638,0.181075572
2585,2576,0.007243142
2586,1836,0.007243142
2587,2395,2.085834842
2588,1923,6.293369496
2589,2574,9.724904504
2590,1837,2.288660245
2591,1836,0.007243208
2592,2394,0.007243274
2593,2393,0.014486547
2594,2289,4.953156294
2595,2298,7.538811528
2596,2575,2.40445328
2597,2392,0.065189444
2598,1934,0.550467303
2599,2426,0.007243339
2600,1862,4.128365791
2601,1822,5.547070681
2602,2424,4.584463381
2603,2393,0.17383949
2604,1624,1.658630313
2605,1927,4.10670328
2606,1819,6.531468151
2607,1929,1.434097453
2608,2321,0.007243602
2609,2290,4.084502164
2610,1821,4.859511699
2611,2321,0.007243667
2612,2394,0.579472883
2613,2558,0.007243733
2614,2322,0.007243733
2615,2323,8.546366355
2616,1834,0.231794474
2617,1820,1.368929779
2618,2558,0.007243799
2619,2322,0.007243799
2620,2560,0.007243799
2621,1833,3.237340735
2622,2558,0.007243864
2623,2322,0.007243864
2624,2560,0.007243864
2625,1735,6.807830951
2626,1844,2.259815991
2627,1928,1.774520242
2628,2558,0.00724393
2629,2559,0.00724393
2630,2560,0.00724393
2631,1936,0.00724393
2632,2396,3.838843882
2633,2425,0.869229584
2634,2558,0.007243995
2635,2559,0.007243995
2636,2560,0.007243995
2637,1758,0.007244061
2638,1931,3.766634254
2639,1930,3.715814887
2640,2558,0.04346476
2641,1730,0.007244192
2642,1634,19.07614752
2643,1729,0.079686212
2644,2557,0.086930056
2645,1730,0.007244258
2646,1831,3.578286732
2647,1640,2.629387157
2648,1730,0.007244324
2649,1731,4.374854138
2650,2233,2.419316441
2651,1732,3.54897006
2652,2432,0.007244389
2653,2433,0.007244389
2654,1730,0.007244389
2655,2432,0.007244455
2656,1838,4.68666991
2657,1733,1.492208998
2658,2295,2.694562477
2659,1728,0.065199848
2660,2429,2.173101219
2661,2431,0.079689302
2662,2233,0.014489041
2663,2328,11.61744002
2664,2296,2.36862913
2665,1626,3.397310172
2666,1727,0.115911272
2667,1733,0.028978207
2668,1669,14.24543727
2669,2426,3.093238684
2670,1668,0.789596048
2671,1831,0.043467254
2672,1826,0.007244652
2673,1725,2.81786761
2674,1667,6.055129507
2675,1669,0.014489434
2676,2430,2.680245673
2677,1831,0.0144895
2678,1825,0.065202371
2679,1818,0.673704591
2680,1829,0.470880782
2681,1830,0.130402632
2682,1826,0.883796793
2683,2314,0.007244848
2684,1759,0.021734456
2685,1827,0.130405339
2686,2314,0.007244914
2687,1831,0.007244914
2688,1830,0.007244914
2689,1828,0.007244914
2690,1823,0.101428337
2691,1818,0.007244914
2692,2313,0.521617982
2693,2314,0.05795958
2694,1762,5.179105599
2695,2312,0.007245045
2696,1828,0.050714976
2697,1724,0.01449009
2698,2319,1.796514415
2699,2324,5.918360032
2700,1935,2.962969777
2701,2234,2.723833963
2702,2320,1.999445624
2703,1761,8.35848043
2704,1636,5.882014192
2705,2316,0.007245111
2706,2561,0.007245111
2707,2509,6.106423022
2708,1817,4.31750424
2709,2311,0.152146551
2710,2562,0.02173544
2711,2561,0.007245176
2712,2562,0.007245176
2713,2055,0.007245176
2714,2057,3.266921286
2715,1736,10.24233161
2716,1723,3.528092017
2717,2317,0.086941223
2718,2510,7.13443729
2719,2060,3.795657394
2720,1932,6.440098499
2721,1758,1.869121017
2722,2058,11.03069694
2723,2059,0.565125249
2724,1824,0.007245504
2725,2431,9.996380025
2726,1760,0.00724557
2727,1670,20.88258853
2728,1832,3.796322861
2729,1824,0.6303415
2730,1726,2.586534559
2731,2308,0.043474947
2732,1936,4.151427048
2733,2308,0.014491861
2734,2307,0.021737783
2735,1720,0.007245963
2736,1721,8.36052857
2737,2309,2.275031395
2738,1722,0.898465961
2739,2306,0.007246029
2740,2308,0.007246029
2741,2433,1.499805416
2742,2432,6.122031374
2743,1734,4.528157555
2744,1776,0.04347655
2745,2437,0.01449232
2746,2435,0.275349269
2747,2438,0.007246226
2748,2437,0.007246226
2749,2437,0.014492451
2750,2438,0.014492451
2751,2571,4.12927952
2752,2232,1.347633462
2753,2231,1.347609111
2754,2305,0.340559822
2755,2578,7.931149544
2756,2438,0.007246291
2757,2437,0.007246291
2758,2438,0.014492583
2759,2230,0.007246291
2760,2312,1.376674358
2761,1760,1.84040541
2762,2305,0.007246357
2763,2230,0.007246357
2764,2232,0.007246357
2765,2569,0.007246357
2766,2577,9.236196235
2767,2572,3.289000773
2768,1724,4.572053961
2769,2305,0.007246422
2770,2439,0.760849342
2771,2442,0.007246488
2772,2441,0.007246488
2773,2441,0.014492976
2774,2442,0.007246488
2775,2440,0.072464469
2776,2442,0.007246554
2777,2441,0.007246554
2778,2442,0.021739661
2779,2434,6.354308673
2780,1937,0.014493173
2781,1815,3.70241634
2782,1812,2.209714245
2783,2310,3.181052225
2784,1937,0.014493435
2785,1816,4.086650623
2786,2094,0.007246881
2787,2054,0.007246881
2788,2022,3.173444229
2789,2055,2.594056925
2790,1811,7.324469613
2791,2229,0.826075139
2792,2054,0.007246947
2793,2020,0.007246947
2794,2019,8.071492008
2795,2056,3.202747873
2796,2436,0.507262233
2797,1812,0.057975212
2798,2021,9.02731206
2799,2228,0.007247012
2800,2230,0.007247012
2801,2567,10.72773147
2802,2306,0.992778868
2803,1813,0.70293923
2804,2230,0.420313061
2805,2570,0.43480149
2806,2448,0.014494221
2807,1644,9.397211935
2808,2017,0.07247078
2809,2448,0.007247209
2810,2024,0.007247209
2811,2568,3.926935948
2812,2506,3.405923291
2813,1937,5.652155566
2814,2443,2.116029108
2815,1643,3.695304208
2816,2451,9.186168238
2817,2449,6.427425245
2818,2447,0.10146082
2819,2446,0.00724734
2820,1642,0.00724734
2821,2444,0.500042253
2822,2023,0.644985738
2823,2445,0.05797854
2824,2024,0.028989361
2825,1652,0.333364931
2826,2227,10.25334265
2827,2569,3.673847201
2828,1645,0.130451658
2829,2566,0.072473336
2830,2565,0.086967689
2831,1646,0.007247471
2832,1647,0.007247471
2833,2564,0.927640398
2834,1646,0.057979789
2835,2566,0.007247537
2836,1646,0.007247537
2837,1647,0.007247537
2838,1647,0.014495074
2839,2452,9.084785004
2840,1647,0.913120445
2841,1641,0.963889091
2842,2446,0.123208037
2843,2453,0.094219658
2844,1940,2.82611981
2845,1938,3.674305453
2846,1810,0.579800104
2847,1809,4.637414791
2848,1648,0.152200923
2849,1809,0.007247864
2850,2225,0.536323417
2851,1939,2.058132959
2852,2455,7.021938573
2853,2505,3.348276661
2854,2315,22.41043486
2855,2224,0.007247995
2856,2018,1.036412106
2857,2459,0.659552277
2858,1652,0.616054184
2859,2460,0.616049953
2860,2504,0.007248127
2861,2226,0.724790589
2862,2580,0.065232918
2863,1652,0.007248192
2864,1652,0.007248258
2865,2454,0.514601913
2866,1651,11.61551333
2867,1656,1.826307258
2868,2020,13.38375389
2869,1799,2.927664122
2870,1655,3.898803631
2871,1649,1.790158329
2872,2456,3.949701122
2873,1653,0.536363761
2874,1802,1.558188441
2875,1658,0.007248454
2876,2316,11.29754853
2877,1642,1.768499228
2878,2466,0.00724852
2879,2051,1.753869916
2880,1985,3.362221955
2881,2461,0.971257936
2882,2450,4.587815265
2883,2581,2.290211346
2884,2467,0.007248585
2885,2466,0.007248585
2886,1800,3.290156866
2887,1988,6.057769406
2888,2463,0.086982236
2889,2049,13.78930223
2890,2050,8.961996326
2891,2470,0.007248651
2892,2467,0.007248651
2893,2466,0.007248651
2894,2502,0.007248651
2895,2048,0.007248651
2896,1986,4.536407548
2897,2469,0.173963626
2898,2470,0.007248716
2899,2468,0.007248716
2900,2501,0.007248716
2901,1986,0.007248716
2902,1662,0.007248716
2903,1661,0.007248716
2904,1679,0.202958961
2905,1659,1.855504781
2906,1814,3.848544159
2907,1657,0.659608722
2908,1987,5.065808499
2909,2470,0.007248782
2910,2468,0.007248782
2911,2468,0.007248782
2912,1666,0.007248782
2913,1662,0.007248782
2914,1661,0.007248782
2915,1675,11.66662201
2916,1665,14.39798119
2917,1676,9.927653713
2918,1801,5.827105362
2919,2052,3.181877599
2920,1671,0.014497694
2921,1664,0.007248847
2922,1678,0.007248913
2923,1677,0.007248913
2924,1674,0.007248913
2925,1658,0.007248913
2926,2464,0.130477874
2927,1682,0.007248978
2928,1680,2.312246832
2929,1663,0.27545698
2930,1660,0.057991476
2931,1666,12.77658853
2932,1689,0.014498022
2933,1678,0.043494066
2934,1660,0.007249109
2935,1681,3.54447658
2936,2501,0.007249371
2937,2471,1.203313538
2938,1673,1.130799568
2939,1674,0.478447229
2940,2501,0.007249437
2941,1683,0.007249437
2942,1672,0.007249437
2943,2473,3.08081254
2944,2035,0.036246987
2945,1683,0.007249502
2946,1686,0.007249568
2947,1688,0.007249568
2948,2228,9.676307732
2949,2502,0.67417396
2950,1671,2.500967312
2951,1650,2.798063879
2952,2089,4.704044804
2953,1807,5.247554142
2954,1968,0.007249764
2955,2504,7.262976717
2956,2457,3.493830872
2957,2093,3.058631631
2958,1685,1.268662716
2959,2458,3.472328781
2960,2087,0.173992281
2961,1970,0.00724983
2962,2094,1.920807016
2963,2090,3.797921066
2964,2474,1.319437486
2965,2085,0.007249895
2966,1808,0.007249895
2967,1967,9.335563068
2968,1968,0.09424829
2969,1941,0.050749606
2970,2086,0.007249961
2971,2085,0.007249961
2972,2081,2.102167815
2973,2472,1.022181129
2974,2476,0.15224625
2975,1664,1.065665546
2976,2475,0.471238291
2977,2088,0.116000868
2978,1941,0.014499987
2979,2478,0.007250026
2980,2484,0.007250026
2981,2084,0.007250026
2982,2086,0.007250026
2983,1966,0.007250026
2984,1968,0.007250026
2985,2082,1.710657231
2986,1805,7.176305385
2987,1968,8.922802056
2988,1969,0.086999658
2989,1808,7.219951504
2990,2503,1.689071282
2991,2083,2.334196002
2992,2091,5.299091926
2993,1942,0.123251253
2994,1658,2.334266462
2995,2013,1.145462764
2996,1798,1.500589651
2997,1970,0.239254397
2998,1941,0.101502127
2999,1654,1.529582979
3000,1797,2.124043815
3001,1682,4.711921293
3002,1794,0.297248956
3003,1803,0.319002106
3004,2092,4.450611304
3005,2223,7.4001288
3006,2462,3.537655811
3007,2479,2.066222192
3008,2016,5.53073739
3009,2479,0.007250419
3010,2221,0.007250419
3011,2014,0.007250419
3012,2097,4.47992854
3013,1693,2.399689916
3014,1793,0.246499208
3015,2477,0.261007844
3016,1795,0.355265062
3017,2219,0.007250484
3018,2582,5.580201577
3019,2220,0.029002069
3020,2221,0.014501034
3021,2220,0.00725055
3022,2219,0.00725055
3023,2220,0.00725055
3024,1791,0.00725055
3025,2014,3.762459806
3026,2501,2.051679051
3027,1691,2.718547538
3028,1806,1.660302691
3029,1804,0.116006882
3030,2095,1.000564447
3031,2220,0.007250615
3032,1944,0.007250615
3033,2098,2.812597593
3034,2078,1.391977746
3035,2224,10.91764237
3036,2077,3.269471879
3037,1791,2.24754969
3038,1792,0.072506647
3039,1948,0.007250746
3040,2101,4.871648368
3041,2079,2.791351653
3042,2581,1.732702661
3043,1689,1.26149768
3044,1948,0.007250812
3045,1792,0.007250812
3046,2480,1.522560136
3047,1943,1.486345427
3048,2084,1.500816815
3049,1690,2.465068051
3050,1692,4.516470742
3051,1948,0.007250877
3052,2102,3.791419849
3053,1796,0.609056484
3054,2099,0.340787575
3055,2015,9.624987487
3056,1945,0.072508856
3057,1995,1.167237715
3058,1948,0.007250943
3059,1993,3.501535467
3060,1996,6.363681366
3061,2047,6.65482469
3062,1946,0.007251008
3063,2045,7.662126576
3064,2048,3.363828672
3065,2105,3.907661842
3066,2074,0.021753506
3067,2073,0.094265219
3068,1946,0.050758193
3069,2103,1.776461412
3070,2074,0.00725127
3071,2106,2.283846798
3072,2075,1.058604693
3073,2074,0.007251335
3074,1949,0.703349896
3075,2070,11.1770968
3076,1951,0.181282627
3077,1952,0.007251401
3078,1994,4.806326852
3079,1672,6.496043679
3080,2070,0.007251466
3081,1952,0.007251466
3082,2071,0.116023845
3083,2069,9.01714529
3084,2070,0.007251532
3085,2046,3.422329402
3086,1787,1.203652914
3087,2036,2.240326043
3088,1786,0.007251597
3089,1788,0.580093098
3090,2483,0.884607413
3091,2033,2.552124718
3092,2481,4.009717857
3093,1786,0.007251663
3094,2034,6.26384986
3095,1950,0.84116276
3096,2096,5.32949573
3097,2072,0.311820462
3098,1973,2.762488875
3099,1789,1.31973461
3100,2478,2.668412308
3101,2499,0.014503652
3102,2080,7.135161635
3103,2009,3.552980373
3104,1688,2.066516722
3105,1687,3.451512235
3106,2584,3.37839662
3107,1972,0.007251924
3108,1974,0.007251924
3109,2217,1.602508193
3110,2032,0.087021807
3111,1984,8.779416851
3112,2031,0.087022612
3113,2215,0.00725199
3114,2030,0.00725199
3115,2107,2.987563757
3116,1686,9.984084585
3117,2482,5.257088487
3118,2035,1.428483691
3119,1694,3.929993028
3120,2584,0.007252055
3121,2030,0.007252055
3122,1984,0.007252055
3123,1974,6.293771349
3124,1983,6.024918051
3125,1965,10.71538306
3126,2012,1.254453042
3127,2011,1.457528668
3128,2010,0.007252121
3129,1784,12.14899601
3130,2010,0.442355813
3131,1944,5.075888777
3132,2100,1.986898788
3133,1966,0.007252186
3134,1783,0.007252186
3135,2484,9.404499646
3136,2583,7.004349802
3137,1783,11.28737905
3138,1719,19.10032358
3139,1991,0.870169338
3140,1992,0.891963202
3141,1785,1.493873971
3142,1981,1.856417264
3143,2218,5.837328934
3144,1720,18.87715693
3145,1966,7.729818062
3146,1781,0.246573806
3147,1979,0.688927093
3148,1992,0.007252382
3149,1956,0.007252382
3150,2029,7.112599495
3151,1989,0.580168538
3152,1954,0.340845261
3153,1992,0.007252448
3154,1980,0.007252448
3155,2856,0.007252448
3156,2858,0.007252448
3157,1956,0.021757343
3158,3220,0.007252448
3159,1720,0.007252448
3160,1698,0.007252448
3161,1999,3.39380657
3162,2104,4.307533856
3163,1702,0.007252513
3164,1697,10.52165528
3165,1997,0.181311098
3166,1980,0.17405991
3167,1698,0.02901019
3168,1998,0.007252579
3169,2000,0.007252579
3170,1702,0.007252579
3171,1700,0.007252579
3172,1702,0.007252579
3173,1699,0.007252579
3174,2008,0.717983401
3175,1958,0.065272684
3176,1998,0.007252644
3177,2000,0.007252644
3178,1971,2.588977464
3179,2007,0.181310016
3180,1977,1.73325366
3181,2485,2.204625801
3182,1990,0.514923443
3183,1957,0.188567262
3184,3219,0.05802079
3185,1700,0.029010737
3186,1998,0.007252709
3187,2076,5.750778865
3188,2027,2.509241424
3189,2000,3.103971081
3190,1975,1.26189668
3191,1695,2.92257537
3192,2488,0.01450555
3193,1782,0.377131087
3194,2108,4.053880601
3195,2216,0.478664145
3196,2028,0.00725284
3197,2860,0.00725284
3198,2067,2.588855871
3199,2487,6.221812822
3200,2215,0.355371634
3201,1982,0.870300131
3202,2025,0.391641999
3203,2489,0.007252906
3204,2028,0.007252906
3205,1998,0.137801872
3206,2860,0.007252906
3207,1978,0.478679274
3208,2066,0.007252971
3209,2028,0.007252971
3210,2860,0.007252971
3211,2028,1.182177201
3212,2489,0.188578129
3213,2500,3.285354946
3214,2065,5.533535998
3215,1696,0.971881659
3216,1953,2.668793596
3217,2066,0.058024815
3218,2026,0.449687243
3219,2030,9.904804836
3220,1698,5.82345179
3221,1777,3.30709249
3222,3224,4.358514399
3223,1779,2.632570267
3224,1717,5.714878358
3225,2490,0.203087226
3226,2858,0.558476189
3227,1715,0.007253298
3228,1959,1.327286644
3229,3223,0.442429904
3230,1715,0.007253364
3231,3224,0.007253364
3232,2488,5.192685417
3233,2491,0.638279982
3234,2068,4.061484268
3235,1960,0.435192688
3236,1960,0.007253494
3237,3222,0.007253494
3238,2043,3.814598609
3239,3218,3.147641598
3240,2005,1.066186374
3241,2492,0.22485786
3242,2044,3.1693017
3243,2037,0.826881609
3244,2864,0.065282585
3245,2044,0.007253756
3246,1786,3.785985324
3247,2004,0.007253821
3248,3212,0.007253821
3249,1790,7.404747631
3250,1703,2.923037559
3251,1964,1.994613536
3252,2003,0.478744464
3253,2001,3.851341169
3254,2863,0.108806142
3255,2850,0.007253887
3256,2004,0.007253887
3257,2852,0.007253887
3258,2038,0.80514465
3259,1963,3.524815845
3260,2004,0.007253952
3261,2852,0.007253952
3262,2006,1.102506255
3263,1976,1.776972554
3264,1778,3.416226106
3265,1704,0.921176031
3266,2004,0.007254017
3267,2852,0.007254017
3268,2854,0.007254017
3269,2862,0.007254017
3270,1704,0.007254017
3271,1708,0.007254017
3272,3217,2.741832484
3273,2002,1.269351325
3274,2862,0.007254083
3275,1706,0.007254083
3276,1704,0.007254083
3277,1705,2.321183344
3278,1972,7.492361963
3279,2117,12.43097344
3280,1961,2.176128057
3281,2116,0.007254279
3282,2118,0.007254279
3283,2113,0.007254279
3284,1718,7.035693266
3285,2063,9.46491385
3286,3220,1.414449784
3287,2861,3.960551454
3288,2061,0.877726949
3289,2114,0.007254344
3290,2113,0.007254344
3291,1713,0.369955253
3292,2109,6.353959996
3293,3245,3.314815273
3294,2041,4.634578122
3295,2004,0.667378079
3296,1714,9.015480638
3297,2111,0.036271924
3298,2114,0.00725441
3299,2112,0.00725441
3300,2585,0.00725441
3301,3244,0.00725441
3302,2493,7.616284381
3303,2066,5.280564531
3304,2115,0.029017639
3305,2039,4.453589732
3306,2116,0.007254475
3307,2585,0.007254475
3308,2586,0.007254475
3309,3248,0.007254475
3310,1714,0.007254475
3311,2118,6.38281756
3312,2042,0.558571861
3313,2112,0.021763515
3314,2586,0.00725454
3315,2859,3.815418597
3316,2497,0.442487707
3317,2064,4.80928472
3318,2499,6.557126277
3319,1715,2.335739966
3320,2587,0.058037376
3321,2588,0.072546468
3322,1706,1.632241554
3323,2040,3.648825993
3324,2588,0.007254802
3325,2486,2.313853044
3326,1710,0.050783311
3327,2588,0.007254867
3328,3219,2.807274732
3329,1711,0.478809889
3330,1709,0.079802649
3331,1707,0.870552051
3332,2856,3.917102786
3333,1780,4.359512538
3334,2614,0.007255063
3335,2119,1.124473058
3336,2062,1.857159602
3337,2140,0.007255259
3338,2120,0.007255259
3339,2141,15.42729816
3340,2121,3.482200129
3341,3222,1.668502311
3342,2140,0.007255325
3343,2139,0.007255325
3344,3246,5.150609844
3345,1962,2.568110325
3346,2138,0.00725539
3347,2139,0.00725539
3348,2494,4.323742305
3349,1712,1.334917658
3350,2122,0.841600056
3351,2855,3.293276886
3352,2142,4.105854489
3353,2120,0.76178672
3354,2138,0.043533167
3355,2110,7.624456401
3356,2862,8.21971911
3357,2585,6.797526167
3358,1716,7.29801257
3359,2137,1.581524912
3360,2853,1.973325012
3361,2138,0.058045367
3362,2135,0.036278626
3363,3249,0.007255782
3364,3211,2.459387828
3365,2123,0.31924143
3366,2868,0.007255848
3367,3250,0.007255848
3368,3249,0.007255848
3369,3244,2.24902429
3370,2136,0.83438715
3371,3216,0.116092083
3372,3249,3.134291254
3373,3242,0.007255913
3374,2860,8.197952689
3375,2854,2.183805926
3376,3243,2.343310034
3377,3250,0.007255978
3378,2496,2.684372414
3379,3221,4.846208556
3380,3212,4.548731608
3381,2133,0.471621701
3382,2132,0.007256109
3383,2128,3.619792153
3384,2127,6.159196245
3385,2865,3.417133673
3386,2126,0.007256174
3387,2149,2.604511518
3388,2586,8.612049267
3389,3214,6.362568333
3390,2498,4.860859332
3391,2852,2.699005318
3392,2125,3.018212357
3393,2150,4.824298342
3394,2866,4.200790528
3395,1708,3.228512138
3396,2150,0.007256305
3397,2495,3.569391067
3398,2857,8.052818629
3399,2869,3.134507805
3400,2589,3.504332572
3401,2131,0.12335585
3402,2144,0.065306359
3403,2132,0.123356508
3404,3444,0.00725637
3405,2130,0.00725637
3406,2134,1.480214841
3407,2147,4.026695507
3408,2129,0.457144499
3409,3443,0.007256436
3410,2592,0.007256436
3411,3250,2.626653065
3412,2591,0.522445936
3413,2870,0.007256501
3414,2143,0.304770061
3415,2870,1.124720127
3416,2153,10.67860815
3417,3069,0.261224586
3418,2148,0.769186171
3419,2592,0.007256632
3420,2867,2.191341984
3421,2151,0.203182158
3422,2851,10.02594373
3423,2124,1.625340357
3424,2597,0.07256599
3425,2598,0.072565598
3426,2600,0.007256697
3427,2145,3.932646339
3428,3247,4.969881711
3429,2173,0.029026788
3430,2598,0.007256762
3431,2600,0.021770376
3432,2598,0.007256828
3433,2874,0.007256828
3434,2154,10.21466355
3435,2871,0.856281661
3436,2174,0.116108
3437,2593,11.28972928
3438,2152,0.326552573
3439,2873,10.40540773
3440,2158,0.007257024
3441,3240,0.007257024
3442,3242,0.420877062
3443,3248,3.475536088
3444,2158,0.007257089
3445,3241,1.34245154
3446,3253,3.105768668
3447,2595,0.776485614
3448,3251,0.029028486
3449,3254,1.509438934
3450,3440,2.822763073
3451,3252,0.050800114
3452,2847,4.099574704
3453,3237,3.134732679
3454,2183,0.834509387
3455,3252,0.0362863
3456,2158,0.007257285
3457,3238,6.203964302
3458,3070,2.227725663
3459,2186,0.00725735
3460,3238,0.00725735
3461,2157,0.108859148
3462,2126,3.221943657
3463,2162,0.007257415
3464,2158,0.007257415
3465,3240,0.007257415
3466,2874,3.63576312
3467,3071,0.304793249
3468,3072,0.341082516
3469,2155,0.841824876
3470,2162,0.007257481
3471,2158,0.007257481
3472,3074,0.007257481
3473,2159,0.725699853
3474,2849,7.176035619
3475,3255,0.079831349
3476,2186,0.036287445
3477,2187,0.029029964
3478,3074,0.007257546
3479,2594,7.176924304
3480,2185,0.529784347
3481,2592,1.553003072
3482,2601,0.493489051
3483,2848,8.61991524
3484,2184,1.40058734
3485,2602,0.653134897
3486,2188,0.007257677
3487,3256,0.007257677
3488,3239,2.061095866
3489,2130,2.46740738
3490,3235,0.841851654
3491,3256,0.101605537
3492,3256,0.007257742
3493,2182,0.435440571
3494,2875,1.175660298
3495,2590,4.353823323
3496,3234,0.007257872
3497,3236,0.348366459
3498,3232,5.551271312
3499,2188,0.384659069
3500,2156,1.233757358
3501,3231,2.967726507
3502,3234,0.007257938
3503,3290,0.007257938
3504,3230,0.007257938
3505,2850,6.233156391
3506,3441,3.599184421
3507,3233,1.720057099
3508,2214,7.735298705
3509,2868,4.615521202
3510,2877,1.139461335
3511,2160,0.420954689
3512,2876,1.603915144
3513,2613,3.040621772
3514,2614,3.221889497
3515,2161,14.60783777
3516,2213,3.388914605
3517,2614,0.00725833
3518,2881,0.021774989
3519,3229,0.3556493
3520,2161,0.007258395
3521,3213,10.63828469
3522,3442,10.971584
3523,3227,0.01451692
3524,3210,4.746414041
3525,2878,0.65323713
3526,2162,4.739441224
3527,3225,3.897128885
3528,3272,3.396297716
3529,2879,15.41397543
3530,3271,0.420975523
3531,3240,3.462078706
3532,3228,0.043551498
3533,3292,0.007258591
3534,3228,0.007258591
3535,3261,4.361476814
3536,3273,2.271636987
3537,2189,4.274969499
3538,2882,0.246786681
3539,3230,0.544378585
3540,2596,8.237560592
3541,3257,6.916373586
3542,2192,0.043552131
3543,2206,0.007258721
3544,3262,0.007258721
3545,3258,0.007258721
3546,3262,2.685374782
3547,3228,0.108879519
3548,3269,0.979890739
3549,3259,0.261312826
3550,2205,0.007258786
3551,3208,0.007258786
3552,3266,0.007258786
3553,3286,0.007258786
3554,3076,1.792773403
3555,3439,4.506948663
3556,2146,7.903338794
3557,2603,1.596789367
3558,3077,0.036294056
3559,3208,0.007258852
3560,3266,0.007258852
3561,3264,0.007258852
3562,3274,4.818527645
3563,2191,1.444450377
3564,3209,2.699942796
3565,3234,2.402520023
3566,3267,0.195985579
3567,2605,0.624243732
3568,3270,0.370192969
3569,2605,0.007258917
3570,3258,1.299218582
3571,3265,0.065329885
3572,2203,0.014517965
3573,3078,0.007258982
3574,3207,0.007258982
3575,2611,4.260578534
3576,3078,0.108884075
3577,2606,0.377463832
3578,3205,0.01451803
3579,3263,0.137920132
3580,2606,0.007259048
3581,2604,0.007259048
3582,3206,0.007259048
3583,2615,12.12789526
3584,3260,0.471827288
3585,2190,1.379159117
3586,2610,0.268582732
3587,2846,4.14438505
3588,3289,2.968810453
3589,2163,1.901707032
3590,2607,0.348429115
3591,3446,2.555031346
3592,2845,0.573420825
3593,2206,0.210511019
3594,3277,5.958530567
3595,2872,4.73922082
3596,3275,1.03803881
3597,2181,3.875909651
3598,3288,1.691256328
3599,3073,5.037213686
3600,2612,2.497033401
3601,2193,3.237310969
3602,3226,7.766267339
3603,2164,2.692937321
3604,2839,0.319404481
3605,3276,0.007259439
3606,2840,0.145185804
3607,2608,0.566223377
3608,3264,0.457331647
3609,3278,6.959962708
3610,2195,1.32842743
3611,2202,0.058076403
3612,2843,0.029038278
3613,2842,0.007259635
3614,2841,0.007259635
3615,2165,7.324080739
3616,3075,3.810745591
3617,3276,0.254087771
3618,2196,0.159711658
3619,3293,1.560718712
3620,2196,0.007259765
3621,3207,2.047104342
3622,2880,13.59442657
3623,2165,0.014519596
3624,2196,0.007259831
3625,2616,3.302877257
3626,3208,2.918072725
3627,3290,3.085172916
3628,2192,2.344763918
3629,3294,0.007259896
3630,3438,0.007259896
3631,3445,2.315707882
3632,3294,0.007259961
3633,3268,1.263151554
3634,3287,3.753030106
3635,3294,0.007260026
3636,3281,4.631197274
3637,3074,3.956184599
3638,2203,0.529943629
3639,3282,2.707660523
3640,3205,0.50816922
3641,3279,0.718725485
3642,2896,3.897986651
3643,2895,2.061468106
3644,2204,1.103443817
3645,3444,4.303963758
3646,2898,0.007260287
3647,3276,2.105282193
3648,2897,1.967366225
3649,3443,3.564007191
3650,2194,1.655184726
3651,3437,0.137944611
3652,3294,3.499133956
3653,3088,0.007260418
3654,2166,6.315879489
3655,2604,4.232292876
3656,2167,2.933066385
3657,2207,6.090951174
3658,2209,0.014521227
3659,2171,0.014521357
3660,2629,4.609884801
3661,2885,6.61250911
3662,2170,0.007260744
3663,3066,2.097938875
3664,2886,6.097793228
3665,3081,3.448434345
3666,2630,0.108909072
3667,2168,2.620865885
3668,3297,1.306862809
3669,3295,4.428337969
3670,2884,0.007260809
3671,2617,7.818715578
3672,2619,4.051060982
3673,3079,4.050909504
3674,3280,1.873157434
3675,2883,10.38136924
3676,3065,4.348054879
3677,2619,0.00726094
3678,2889,0.00726094
3679,3066,0.00726094
3680,3090,0.00726094
3681,3082,0.00726094
3682,3298,0.377559981
3683,3080,0.029043889
3684,2618,0.007261005
